folder,file,phase,iteration,input_len,kvcache,modality,bandwidth,arcc,direction,mean_ttft_ms,std_ttft_ms,mean_itl_ms,total_token_throughput
benchmark_result_0822,ds-0825-arcc-gds-400g.json,prefill,3,10000,gds-400g,GDS,400g,Y,N/A,1278.0836669437122,591.4601742050808,61.53699840061818,54162.08301424148
benchmark_result_0822,ds-0825-arcc-gds-400g.json,prefill,1,50000,gds-400g,GDS,400g,Y,N/A,100983.75348589907,50316.81364270231,2028.6215562310165,4519.230547603837
benchmark_result_0822,ds-0825-arcc-gds-400g.json,prefill,2,50000,gds-400g,GDS,400g,Y,N/A,59059.64310860145,21507.276528296563,730.4642383622736,8991.07834695698
benchmark_result_0822,ds-0825-arcc-gds-400g.json,prefill,3,50000,gds-400g,GDS,400g,Y,N/A,5435.1678446051665,2296.0837912835896,128.18019178652764,84754.35752219603
benchmark_result_0822,ds-0825-arcc-gds-400g.json,prefill,1,100000,gds-400g,GDS,400g,Y,N/A,231497.70549074747,119444.8185198922,3759.88690384257,3970.316903228823
benchmark_result_0822,ds-0825-arcc-gds-400g.json,prefill,2,100000,gds-400g,GDS,400g,Y,N/A,74423.48116189532,34107.08785674171,770.4212609120483,13539.892129246235
benchmark_result_0822,ds-0825-arcc-gds-400g.json,prefill,3,100000,gds-400g,GDS,400g,Y,N/A,11172.233037950355,4779.078268382501,173.4041014443695,85194.54106042211
benchmark_result_0822,ds-0822-arcc-disk-800g.json,prefill,1,100,disk-800g,Local Disk,800g,Y,N/A,838.2856172982429,420.1165624918822,34.45656952355517,1014.8193532944468
benchmark_result_0822,ds-0822-arcc-disk-800g.json,prefill,2,100,disk-800g,Local Disk,800g,Y,N/A,88.60917989950394,20.983169550354692,31.339173986902765,1880.3954010474386
benchmark_result_0822,ds-0822-arcc-disk-800g.json,prefill,3,100,disk-800g,Local Disk,800g,Y,N/A,87.61221644890611,20.328886661211158,31.370551776337,1882.092042093062
benchmark_result_0822,ds-0822-arcc-disk-800g.json,prefill,1,1000,disk-800g,Local Disk,800g,Y,N/A,1013.1911805510754,545.7082718603184,95.64326661277464,4920.107122915473
benchmark_result_0822,ds-0822-arcc-disk-800g.json,prefill,2,1000,disk-800g,Local Disk,800g,Y,N/A,139.14213695024955,44.033588392875096,32.95420881365554,14763.570025619732
benchmark_result_0822,ds-0822-arcc-disk-800g.json,prefill,3,1000,disk-800g,Local Disk,800g,Y,N/A,134.9575039013871,41.00934079273133,33.07899974701782,15131.603006680796
benchmark_result_0822,ds-0822-arcc-disk-800g.json,prefill,1,10000,disk-800g,Local Disk,800g,Y,N/A,7445.427185050357,5206.971982831921,540.3470685635999,9102.224108867647
benchmark_result_0822,ds-0822-arcc-disk-800g.json,prefill,2,10000,disk-800g,Local Disk,800g,Y,N/A,569.7310882998863,243.193036817964,45.907057726187645,91066.99331982654
benchmark_result_0822,ds-0822-arcc-disk-800g.json,prefill,3,10000,disk-800g,Local Disk,800g,Y,N/A,584.1034913508338,257.10690178303,43.981172090351635,88228.25439116095
